Interne Zeilen ID;Interne Firmen ID;Dienste nach Alphabet und Jahr;Name;Sitz;Rechtsform;Reg.-gericht;HR-Nr. (neueste);IK-Nr.;GF;Jahr;Anlagenintensität (Quote);Umlaufintensität (Quote);Forderungsintensität (Quote);Vorratsintensität (Quote);Eigenkapitalquote;Fremdkapitalquote;Verschuldungsgrad (Quote);Anlagendeckungsgrad 1 (Quote);Anlagendeckungsgrad 2 (Quote);Liquidität Grad 1 (Quote);Liquidität Grad 2 (Quote);Liquidität Grad 3 (Quote);Eigenkapitalrentabilität (Quote);Gesamtkapitalrentabilität (Quote);Personalaufwandsquote;Personalaufwand je MA;Materialaufwandsquote;Materialaufwand je MA;Anlagevermögen (Einzelwert);Umlaufvermögen (Einzelwert);Gesamtvermögen (Einzelwert);Forderungen (Wertesumme);Kurzfristige Forderungen (Wertedifferenz);Bestand Vorräte (Wertesumme);Eigenkapital (Einzelwert);Gesamtkapital (Einzelwert);Fremdkapital (Wertesumme);Langfristiges Fremdkapital (Wertesumme);Liquide Mittel (Wertesumme);Kurzfristige Verbindlichkeiten (Wertedifferenz);Langfristige Verbindlichkeiten (Wertesumme);Jahresüberschuss (Wertesumme);Bilanzgewinn (Wertesumme);Fremdkapitalzinsen;Personalaufwand;Materialaufwand;Gesamtleistung;Mitarbeiter;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016;1017;1018;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1029;1030;1031;1032;1033;1034;1035;1036;1037;1038;1039;1040;1041;1042;1043;1044;1045;1046;1047;1048;1049;1050;1051;1052;1053;1054;1055;1056;1057;1058;1059;1060;1061;1062;1063;1064;1065;1066;1067;1068;1069;1070;1071;1072;1073;1074;1075;1076;1077;1078;1079;1080;1081;1082;1083;1084;1085;1086;1087;1088;1089;1090;1091;1092;1093;1094;1095;1096;1097;1098;1099;1100;1101;1102;1103;1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1116;1117;1118;1119;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129;1130;1131;1132;1133;1134;1135;1136;1137;1138;1139;1140;1141;1142;1143;1144;1145;1146;1147;1148;1149;1150;1151;1152;1153;1154;1155;1156;1157;1158;1159;1160;1161;1162;1163;1164;1165;1166;1167;1168;1169;1170;1171;1172;1173;1174;1175;1176;1177;1178;1179;1180;1181;1182;1183;1184;1185;1186;1187;1188;1189;1190;1191;1192;1193;1194;1195;1196;1197;1198;1199;1200;1201;1202;1203;1204;1205;1206;1207;1208;1209;1210;1211;1212;1213;1214;1215;1216;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;1227;1228;1229;1230;1231;1232;1233;1234;1235;1236
149;32;190;Pflegeteam Potsdam Antje Schneider GmbH;Potsdam;GmbH;Potsdam;27727;463204319;Antje Schneider;2021;0,082629061;0,904312837;0,455676909;0;0,697513602;0,302486398;0,433663797;8,441504687;9,76055925;2,318601927;;0,904312837;0;0,654481082;;;;;49924;546380,58;604194,21;275317,35;275317,35;0;421433,68;604194,21;182760,53;65852,48;271063,23;116908,05;0;0;395433,68;;;;0;19;49924;;;;3;;;;;49921;;;;;;;;;;;;;;;;;;;;421433,68;;;;395433,68;;;;;;;;;;;;;;;;26000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;;7889,63;;;65852,48;;;;;;;;;604194,21;604194,21;546380,58;;275317,35;;;;;;;;;;;;;;;271063,23;;;;;;;;;;116908,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;33;196;"PSL ""Ihr Pflegedienst für Stadt und Land"" GmbH";Beetzsee;GmbH;Potsdam;28439;463202373;Eva Rettig;2021;0,730564729;0,261905198;0,140416978;0;0,47421735;0,52550627;1,10815488;0,649110655;0,677452881;0,240665836;;0,273077523;0,165693516;0,940325742;0,682039233;31805,555;0,129251562;6027,391757;2432525,93;872053,03;3329651,48;467539,6;504739,55;0;1578978,5;3329651,48;1749752,73;68943,2;404513,43;1680809,53;0;261626,5;3130957;;2353611,07;446026,99;3450844,11;74;2432525,93;0;;0;761;;760;1;;2431764,93;;109108;33004;30580,85;2230848,44;26080,64;;2143;;;;;;;;;;;;1578978,5;;;;1565478,5;;1303852;;;;;26000;;-12500;;;;;;;13500;;;;;;;;;;;;;;;;;;;;;;;;;;111778,19;;;;;;;111778,19;;0;;;1565478,5;;;;;;;;;;;;;1401441,47;0;63810,97;;33503,31;37184;;1303852;;;261626,5;446026,99;;;;;74633,38;29708,1;341685,51;116615,56;2353611,07;1947300,03;;406311,04;26268,44;;;48536,18;319902,25;;;235,85;;;;96173,2;;1594766,26;45623,61;;;;29147,19;;;;;;;;;;;;;;74;;;;;;;;;25072,52;0;920,25;68943,2;49434,84;19508,36;;0;0;;;;3329651,48;3329651,48;872053,03;;467539,6;;;340684,69;-38727,1;;46239,65;;;80615,26;1527,15;;;;;;;404513,43;;;;;;;;1680809,53;;;;;;;;;;168247,92;17686,72;4438,11;91109,92;;;18370,17;16009,9;;;1484181,08;8211,92;;;;;;10010,36;;
151;34;202;PTS Pflegeteam Sanitas GmbH;Kleinmachnow;GmbH;Potsdam;28074;461210222;Angela Heyroth;2021;0,06590847;0,930387365;0,516117144;0;0,75688526;0,24311474;0,32120422;11,48388454;12,47591435;2,330875798;;0,930387365;0,170854934;1,335132575;0,692237237;41786,56813;0,177417744;10709,73688;18447,5;260411,46;279895,74;144458,99;144458,99;0;211848,96;279895,74;68046,78;18300,47;115952,47;49746,31;0;36195,44;373697,92;;668585,09;171355,79;965832,31;16;18447,5;;;;0,5;0,5;;;;18447;;13906;4541;;;;;;;;;;;;;;;;;211848,96;;;;186848,96;;150653,52;;;;;;;;;;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;12093,62;;;;;;;12093,62;;;;;186848,96;;;;;;;;;;;;;577991,46;;;;;;;150653,52;;;36195,44;171355,79;;;;;;;171355,79;38258,33;668585,09;534419,46;;134165,63;0;;;23565,4;67183,01;;;;;;;15761,61;;320657,84;17,03;;;;;;;;;;;;;;;;;;16;;;;;;;;;1036,78;;;18300,47;14461,32;3839,15;;;;;;;279895,74;279895,74;260411,46;;144458,99;;;133078,61;;;;;;11380,38;;;;;;;;115952,47;;;;;;;;49746,31;;;;;;;;;;14689,5;0;6114,04;14689,5;;;35056,81;35056,81;0;;;;;;;;;;;
152;35;208;SAB Service für Assistenz und Pflege im ambulanten Bereich GmbH;Düsseldorf;GmbH;Düsseldorf;79412;461213441;Jacek Sabiniarz;2021;0,13543902;0,861942076;0,765635409;0;0,498841125;0,501158875;1,004646267;3,683141874;6,775601354;1,169917519;15,71260025;0,852214859;0,510675969;0,382119261;0,829111927;35283,51152;;;890927,57;5669916,69;6578071,6;5036404,54;4972418,21;0;3281412,64;6578071,6;3296658,96;2755157,41;633512,15;541501,55;356779,29;1675738,58;2513607,86;;19547065,38;;23575906,64;554;890927,57;12250;;12250;;;;;;878677,57;198374;;;36419,57;;;643884;;;;;;;;;;;;;3281412,64;38220;-13780;52000;1256803,93;;;;;;;;;;1986388,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82541,04;;;;;;82541,04;;;;;;1256803,93;418934,65;;;418934,65;;1676289,23;;;;;;;;;;;;;;;;;1675738,58;;;;;;;;;;19547065,38;16281581,83;;3265483,55;;41317,2;23575296,1;1941191,81;;;550,65;610,54;;;317695,92;;;;11123,26;;;200;;;;;;;;;;;;;;;554;;326;;;228;;;;17227,34;;;2398378,12;;;;;;;;;6578071,6;6578071,6;5669916,69;;5036404,54;;63986,33;;;;;;;;;;;;;633512,15;;;;;;;;;;898280,84;;;;;;;;;;494156,27;;;494156,27;;;;;;;391261,37;34482,08;356779,29;12863,2;12863,2;;;;;
153;36;214;St. Josef Sozialstation Potsdam GmbH;Potsdam;GmbH;Potsdam;20800;501205394;Andreas Barthold, Oliver Pommerenke;2021;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;37;220;VERITAS Pflegedienst Brandenburg GmbH;Potsdam;GmbH;Potsdam;28439;461208650;Dmitri Davidoff;2021;0,192504676;0,805934721;0,630102027;0;0,461057847;0,538942153;1,168925237;2,395047527;4,519371053;1,352559783;2,438050861;0,797826911;0,00124543;0;;;;;139185;582708,05;723021,4;455577,25;449715,13;0;333354,69;723021,4;389666,71;295673,97;127130,8;93992,74;236601,27;415,17;0;;;;0;;139185;60000;;;1;;;;;79184;;;;;;;;;;;;;;;;;;;;333354,69;;;;;;;;;;;;;;;;308769,86;;;;25000;;;;;;;415,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1128,35;;;59072,7;;;;;;;;;723021,4;723021,4;582708,05;;455577,25;0;5862,12;;;;;;;;;;;;;127130,8;;;;;;;;;;330594,01;;;;127965,88;;93992,74;236601,27;;;;;;;;;;;;;;;;;;;;;;
155;38;226;Wallow & Schneider GmbH Häusliche Krankenpflege, Betreutes Wohnen;Potsdam;GmbH;Potsdam;18015;461209003;Carlo Wallow, Antje Schneider;2021;0,222625728;0,763826058;0,335651911;0;0,437008529;0,562991471;1,28828486;1,962974058;2,869582879;1,18556229;;0,763826058;0,134816063;0;0,888475902;;;;87762,25;301111,17;394214,32;132318,79;132318,79;0;172275,02;394214,32;221939,3;79566,03;168792,38;142373,27;0;23225,44;0;;661459,47;;744487,8;;87762,25;2800;;;215,25;;;;;84747;;;;;;;;;;;;;;;;;;;;172275,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41494,9;;;;;;;41494,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;23225,44;;;;;;;;;;661459,47;569742,26;;91717,21;12574,32;;744256,96;16510,69;;;;230,84;;;;;;;1797,3;;;;;;;;;;;;;;;;;;;;;;;;;;;5340,9;;;79566,03;;;;;;;;;394214,32;394214,32;301111,17;;132318,79;;;;;;;;;;;;;;;168792,38;;;;;;;;;;142373,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;39;232;Wildgrube & Müller GmbH;Treuenbrietzen;GmbH;Potsdam;28741;463201511;Yvonne Wildgrube, Stephan Müller;2021;0,1527406;0,840578195;0,481242119;0;0,694854849;0,305145151;0,439149488;4,549247876;5,466181691;2,176579069;;0,840578195;0,309219707;0;;;;;111112;611483,29;727455,57;350082,26;350082,26;0;505476,03;727455,57;221979,54;101882,35;261401,03;120097,19;0;156303,15;0;;;;0;;111112;;;;3;;;;;111109;;;;;;;;;;;;;;;;;;;;505476,03;;;;;;;;;505476,03;;;;;;;;;324172,88;;;;;;;;25000;;;156303,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4860,28;;;101882,35;;;;;;;;;727455,57;727455,57;611483,29;;350082,26;;;;;;;;;;;;;;;;;261401,03;;;;;;;;120097,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;1;5;Advoco Pflegedienst GmbH;Potsdam;GmbH;Potsdam;22822;463201668;Yuliya Kyryan;2022;0,14771011;0,845750187;0,671711666;0,009012467;0,667752333;0,332247667;0,497561221;4,520694852;5,824287576;1,181340936;16,53011526;0,84398777;0;0,743487352;;;;;93617;536026,92;633788,71;425723,27;424606,27;5712;423213,89;633788,71;210574,82;122038,44;104591,65;88536,38;32014,17;0;471213,89;;;;0;;93617;;;;8948;;;;;84669;;;;;;;;;;;;;;;;;;;;423213,89;18000;-9000;27000;471213,89;;370037,45;;;;;;;;-66000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4144,79;;;90024,27;;;;;;;;;633788,71;633788,71;536026,92;;425723,27;76896,36;1117;;;;;;;;;;;;;104591,65;;;;;5712;;;;;120550,55;;;;;;88536,38;32014,17;;;;;;;;;;;;;;;;;;;;;;
158;2;11;Ambulante Pflege Lehmann UG (haftungsbeschränkt);Potsdam;UG (haftungsbeschänkt);Potsdam;31142;461212177;Nicole Lehmann;2022;0,210527068;0,383194595;0;0;0;1;;0;4,414534012;0;0;0;;0;;;;;21213;38611,22;100761,39;0;0;0;0;100761,39;100761,39;93645,51;0;7115,88;76635,51;0;0;;;;0;;21213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37572,1;;;3365,07;;;17010;;;;;;;;;100761,39;100761,39;38611,22;;;;;;;;;;;;;;;;;;;;;;;;;;;83751,39;;;;27350,51;;7115,88;76635,51;;;;;;;;;;;;;;;;;;;;;;
159;3;17;Ambulanter Pflegedienst im Oberlinhaus gemeinnützige GmbH i. L.;Potsdam;gGmbH i. L.;Potsdam;15698;461217456;Thomas Neubauer;2022;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;4;23;Atemzug Intensivpflege Burkart GmbH;Stahnsdorf;GmbH;Potsdam;29193;461210665;Martina Burkart;2022;0,078139294;0,920902811;0,23653661;0;0,641844414;0,358155586;0,558009977;8,21410563;9,540637674;2,689047861;;0,920902811;0,055359391;0;;;;;105728;1246046,74;1353070,84;320050,79;320050,79;0;868460,96;1353070,84;484609,88;140251,58;925995,95;344358,3;0;48077,47;0;;;;0;60;105728;;;;1;;;;;105727;;;;;;;;;;;;;;;;;;;;868460,96;;;;;;;;;;;;;;24500;;770883,49;;;;25000;;;;;;;;;48077,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;1296,1;;;140251,58;;;;;;;;;1353070,84;1353070,84;1246046,74;;320050,79;;;;;;;;;;;;;;;925995,95;;;;;;;;;;344358,3;;;;32629,88;;344358,3;0;;;;;;;;;;;;;;;;;;;;;;
161;5;29;Backschies Häusliche Krankenpflege und Seniorenbetreuung GmbH;Potsdam;GmbH;Potsdam;32889;461200663;Lydia Backschies, Heike Jezewski;2022;0,251686814;0,71882095;0,666443888;0;0,218398084;0,781601916;3,578794753;0,867737489;1,545874287;0,085734193;;0,71882095;0,981894445;0;;;;;42223;120589,46;167760,08;111802,68;111802,68;0;36638,48;167760,08;131121,6;28632,97;8786,78;102488,63;0;35975,12;0;;;;0;35;42223;;;;1278;;;;;40945;;;;;;;;;;;;;;;;;;;;36638,48;;;;;;;;;;;;;;;;;;;;25000;;;;;;;35975,12;;;;;;25000;;;;;-22613,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;4947,62;;;28632,97;;;;;;;;;167760,08;167760,08;120589,46;;111802,68;;;;;;;;;;;;;;;8786,78;;;;;;;;;;102488,63;;;;;;102488,63;;;;;;;;;;;;;;;;;;;;;;;
162;6;35;Care Vita GmbH;Werder (Havel);GmbH;Potsdam;30922;461212031;Stephanie Gräber;2022;0,352439324;0,636366896;0,537055282;0;0,192852061;0,807147939;4,185321816;0,547192234;1,01024921;0,154222925;;0,636366896;1,615680786;0;;;;;198186;357846,02;562326,58;302000,46;302000,46;0;108445,84;562326,58;453880,74;91771,41;55845,56;362109,33;0;175213,86;0;;;;0;61;198186;;;;159125;;;;;39061;;;;;;;;;;;;;;;;;;;;108445,84;;;;;;;;;;;;;;;;;;-91768,02;;25000;;;;;;;;;;175213,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;;;;;;;;;6294,56;;;91771,41;;;;;;;;;562326,58;562326,58;357846,02;;302000,46;;;;;;;;;;;;;;;55845,56;;;;;;;;;;362109,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;7;41;carebrandenburg24 Pflegedienst GmbH;Kleinmachnow;GmbH;Potsdam;33650;461214102;Emrah Türker;2022;0,095297666;0,872165791;0,6117727;0;0,460771268;0,539228732;1,170274209;4,835074025;5,809184209;0,090194602;;0,505458047;2,098605719;0;0,681696852;42188,46014;0,103836924;6426,199429;108545;993405,61;1139010,06;696815,26;529862,16;0;524823,11;1139010,06;614186,95;105734,79;45859,64;508452,16;0;1101396,78;0;;2953192,21;449833,96;4332119,48;70;108545;;;;1565;1565;;;;106980;;105314;1666;0;;;;0;;;;;;;;;;;;524823,11;;;;;;;;;;;;;;;;-55875,28;;;;30000;;;;;;;;;550698,39;;;;;;;;;;;;;;;;;39956,51;;;39956,51;;;;;;22976,48;4305;;;;;;;;;;;;;;;503618,61;;;;22898;416619,07;;;;;550698,39;449833,96;;;;;16448,01;17034,92;416351,03;239675,07;2953192,21;2487977,62;;465214,59;1991,56;;;25132,59;101812,33;;;686,62;;;;37908,21;;3286484,85;8441,06;;;;;;;;;;;;;;;;;;70;;;;;;;;;37059,45;;;105734,79;105734,79;;;;;;;;1139010,06;1139010,06;993405,61;;696815,26;;;947545,97;;;;14623,53;;236107,18;166953,1;;;;;;;45859,64;;;0;0;;;;508452,16;;;;;;;;;;231184,26;58140,2;0;231184,26;;;121932,46;121932,46;;;149467,24;83903,68;;;;;;5868,2;;
164;8;47;COMCURA GmbH;Beelitz (vormals: Coswig);GmbH;Dresden;28687;463202965;Dr. Matthias-Hagen Lakotta;2022;0,279960619;0,677915671;0,640000466;0,01478782;0,283584991;0,716415009;2,52627971;1,012946007;1,697017863;0,044060402;;0,677915671;-0,434609893;0;;;;;589327,68;1427038,1;2105037,78;1347225,16;1347225,16;31128,92;596957,12;2105037,78;1508080,66;403142,48;48684,02;1104938,18;0;-259443,47;0;;;;0;67,75;589327,68;;;;232882;;;;;356445,68;;;;;;;;;;;;;;;;;;;;596957,12;;;;;;;;;;;;;;;;;831400,59;;;25000;;;;;;;;-259443,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67,75;;;;;;;;;88672;;;403142,48;;;;;;;;;2105037,78;2105037,78;1427038,1;;1347225,16;;;;;;;;;;;;48684,02;;;;;;;;31128,92;;;;;1104938,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;9;53;Comfort Homecare GmbH Brandenburg;Erkner;GmbH;Frankfurt (Oder);16386;461211553;Thomas Wierzoch;2022;0,294703434;0,70135475;0,427081109;0,13870299;0,752146199;0,247853801;0,329528755;2,552213895;2,95973579;1,061171064;;0,70135475;0;0,73835622;;;;;534271;1271493,51;1812910,67;774259,9;774259,9;251456,13;1363573,87;1812910,67;449336,8;217727,13;245777,48;231609,67;0;0;1338573,87;;;;0;31;534271;;;;1;;;;;534270;;;;;;;;;;;;;;;;;;;;1363573,87;;;;1338573,87;;;;;;;;;;;;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;7146,16;;;217727,13;;;;;;;;;1812910,67;1812910,67;1271493,51;;774259,9;;;;;;;;;;;;;;;245777,48;;;;;251456,13;;;;;231609,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;10;59;ConVIDA V&P Ambulanter Pflegedienst GmbH;Teltow;GmbH;Potsdam;27507;463202681;Juan Manuel Velez Rodrigues, Malgorzata Pierowska;2022;0,129621949;0,870378051;0,477524226;0;0,735684318;0,264315682;0,359278668;5,675615293;6,042999668;1,812937747;;0,870378051;0;0,711195956;;;;;69341;465606,98;534947,98;255450,62;255450,62;0;393552,84;534947,98;141395,14;25474,8;210156,36;115920,34;0;0;380452,84;;;;0;9;69341;;;;2;;;;;69339;;;;;;;;;;;;;;;;;;;;393552,84;;;;380452,84;;;;;;;13100;;;;;;;;;25600;;;;;;;;;;;;;;;;-12500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;0;;;25474,8;;;;;;;;;534947,98;534947,98;465606,98;;255450,62;;;;;;;;;;;;;;;210156,36;;;;;;;;;;115920,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;11;65;Ernst von Bergmann Care gemeinnützige GmbH;Potsdam;gGmbH;Potsdam;28465;461211848;René Schulz, Hans-Ulrich Schmidt;2022;0,262175145;0,718818852;0,489393557;0;0,082414154;0,857729632;10,40755245;0,314347701;2,576660048;0,867039821;4,613097449;0,718818852;0,773456568;0;;;;;745364;2043602,17;2843000,24;1391346;1391346;0;234303,46;2843000,24;2438525,55;1686246,18;652256,17;752279,37;443000;181223,55;0;;;;0;158;745364;;;;190030;;;;;555334;;;;;;;;;;;;;;;;;;;;234303,46;;;;;;;;;;;;;;;;;;;28079,91;25000;;;;;;;;;;;181223,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158;;;;;;;;;54034,07;;41716,23;1243246,18;;;128455;;;;;;2843000,24;2843000,24;2043602,17;;1391346;;;;;;;;;;;;;;;;652256,17;;;;;;;;;1195279,37;;;;;;752279,37;443000;;;;;;;;;;;;;;;;;;;;;;
168;12;71;gemeinnützige ProCurand Ambulante Pflege GmbH;Berlin;gGmbH;Charlottenburg;82582;461213748;Axel Theis, Heidrun Theis, Christian Deckert;2022;0,110048129;0,888981636;0,805296995;0,032435639;0,237022438;0,762891001;3,21864464;2,153807068;3,939760518;0,090489957;;0,888981636;-0,688016369;0;;;;;284819,68;2300806,63;2588137,41;2084219,28;2084219,28;83947,89;613446,64;2588137,41;1974466,74;508674,69;132639,46;1465792,05;0;-422061,33;0;;;;0;210;284819,68;;;;66000;;;;;218819,68;;;;;;;;;;;;;;;;;;;;613446,64;;;;;;;;;;;;;;;;310507,97;;;;25000;;;;;;;-422061,33;;;;;;700000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;210;;;;;;;;;2511,1;;224,03;508674,69;;;;;;;;;2588137,41;2588137,41;2300806,63;;2084219,28;;;;;;;;;;;;132639,46;;;;;;;;83947,89;;;;;1465792,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;13;77;Gemeinschaftswerk Wohnen und Pflege GmbH;Nauen;gGmbH;Potsdam;27575;;Werner Futterlieb;2022;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;14;83;Elessta GmbH (vormals H.L.S.E. Private Hauskrankenpflege UG (hb.));Potsdam;GmbH;Potsdam;24862;463203056;Elena Sutulin, Tamara Streltsova;2022;0,359798548;0,640201452;0,522145088;0;0,484133667;0,515866333;1,065545259;1,345568707;1,585972571;0,274952924;;0,640201452;0,352705523;0,674455382;0,86154367;;0,055784624;;74010;131688,44;205698,44;107404,43;107404,43;0;99585,54;205698,44;106112,9;17792,29;24284,01;88320,61;0;35124,37;138734,42;;1045143,77;67672,66;1213105,97;;74010;;;;;;;;;74010;;1304;72706;;;;;;;;;;;;;;;;;99585,54;;;;69367,21;;43023,93;;;;;;;;30118,33;30118,33;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;17311;;;;;;;17311;;2857,55;;;69367,21;8781,09;8781,09;;;;;;;;;;;1149124,64;;;;;;;43023,93;;;35124,37;67672,66;;;;;;;67672,66;21480,35;1045143,77;839906,39;;205237,38;7408,8;;;0;63767,3;;;214,03;;;;21563,34;;;1952,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17792,29;15500;2292,29;;;;;;;205698,44;205698,44;131688,44;;107404,43;;;90820,25;;;;;;16584,18;;;;;;;;24284,01;;;;;;;;88320,61;;;;;;;;;;30155,98;8388,69;;;30155,98;;0;;;;58164,63;2405,75;;;;;;;;
171;15;89;Hauskrankenpflege Eckert GmbH;Kloster Lehnin;GmbH;Potsdam;34650;461200583;Evelyne Eckert, Silvana Reiß;2022;0,324664644;0,657370526;0,470341826;0;0,258775925;0,741224075;2,864347115;0,79705607;1,079341646;0;;0,470341826;0;0,157246566;;;;;86339,02;174816,47;265932,93;125079,38;125079,38;0;68817,04;265932,93;197115,89;24372,26;0;172743,63;0;0;41817,04;;;;0;13,5;86339,02;;;;2;;;;;86337,02;;;;;;;;;;;;;;;;;;;;68817,04;;;;41817,04;;;;;;;;;;;;;;;;27000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,5;;;;;;;;;4777,44;;;24372,26;;;;;;;;;265932,93;265932,93;174816,47;;125079,38;;;;;;;;;;;;;;;;;;;;;;;;;172743,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
